INCIDENT_ID,DATA_YEAR,ORI,PUB_AGENCY_NAME,PUB_AGENCY_UNIT,AGENCY_TYPE_NAME,STATE_ABBR,STATE_NAME,DIVISION_NAME,REGION_NAME,POPULATION_GROUP_CODE,POPULATION_GROUP_DESC,INCIDENT_DATE,ADULT_VICTIM_COUNT,JUVENILE_VICTIM_COUNT,TOTAL_OFFENDER_COUNT,ADULT_OFFENDER_COUNT,JUVENILE_OFFENDER_COUNT,OFFENDER_RACE,OFFENDER_ETHNICITY,VICTIM_COUNT,OFFENSE_NAME,TOTAL_INDIVIDUAL_VICTIMS,LOCATION_NAME,BIAS_DESC,VICTIM_TYPES,MULTIPLE_OFFENSE,MULTIPLE_BIAS
184678,2016,NY0303000,New York,,City,NY,New York,Middle Atlantic,Northeast,1A,"Cities 1,000,000 or over",1-Nov-16,0,0,1,0,0,Unknown,,1,Destruction/Damage/Vandalism of Property,0,Other/Unknown,Anti-Asian,Other,S,S
184711,2016,NY0303000,New York,,City,NY,New York,Middle Atlantic,Northeast,1A,"Cities 1,000,000 or over",16-Oct-16,0,0,1,0,0,American Indian or Alaska Native,,1,Robbery,0,Other/Unknown,Anti-Asian,Other,S,S
184715,2016,NY0303000,New York,,City,NY,New York,Middle Atlantic,Northeast,1A,"Cities 1,000,000 or over",14-Dec-16,0,0,1,0,0,White,,1,Simple Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
184730,2016,NY0303000,New York,,City,NY,New York,Middle Atlantic,Northeast,1A,"Cities 1,000,000 or over",14-Apr-16,0,0,1,0,0,White,,1,Simple Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
184834,2016,NY0510100,Suffolk County Police Department,,County,NY,New York,Middle Atlantic,Northeast,9A,"MSA counties 100,000 or over",20-Sep-16,0,0,1,0,0,Unknown,,1,Simple Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
184862,2016,NY203UN00,State University of New York Police:,Binghamton,University or College,NY,New York,Middle Atlantic,Northeast,7,"Cities under 2,500",19-Sep-16,0,0,1,0,0,White,,1,Simple Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
185477,2016,OH0570200,Dayton,,City,OH,Ohio,East North Central,Midwest,2,"Cities from 100,000 thru 249,999",12-May-16,2,1,1,1,0,White,Unknown,3,Intimidation,3,Residence/Home,Anti-Asian,Individual,S,S
185608,2016,OR0200200,Eugene,,City,OR,Oregon,Pacific,West,2,"Cities from 100,000 thru 249,999",10-Jul-16,0,0,1,1,0,White,Unknown,1,Destruction/Damage/Vandalism of Property,0,Restaurant,Anti-Asian,Business,S,S
185610,2016,OR0200200,Eugene,,City,OR,Oregon,Pacific,West,2,"Cities from 100,000 thru 249,999",13-Jul-16,1,0,0,0,0,Unknown,Unknown,2,Destruction/Damage/Vandalism of Property,1,Parking/Drop Lot/Garage,Anti-Asian,Business;Individual,M,S
185615,2016,OR0200200,Eugene,,City,OR,Oregon,Pacific,West,2,"Cities from 100,000 thru 249,999",14-Jul-16,1,0,0,0,0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
186023,2016,TX0680200,Odessa,,City,TX,Texas,West South Central,South,2,"Cities from 100,000 thru 249,999",4-Mar-16,0,0,0,0,0,Unknown,,1,Burglary/Breaking & Entering,1,Residence/Home,Anti-Asian,Individual,S,S
186038,2016,TX0840900,Texas City,,City,TX,Texas,West South Central,South,4,"Cities from 25,000 thru 49,999",11-Oct-16,0,0,1,0,0,Black or African American,,1,Not Specified,1,Specialty Store,Anti-Asian,Individual,S,S
186106,2016,TX2201200,Fort Worth,,City,TX,Texas,West South Central,South,1B,"Cities from 500,000 thru 999,999",27-Dec-16,1,0,1,1,0,White,Not Hispanic or Latino,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
186122,2016,TX2270100,Austin,,City,TX,Texas,West South Central,South,1B,"Cities from 500,000 thru 999,999",8-Jun-16,0,0,1,0,0,White,,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
186199,2016,UT0270100,St. George,,City,UT,Utah,Mountain,West,3,"Cities from 50,000 thru 99,999",2-Nov-16,0,0,1,1,0,White,Unknown,1,Weapon Law Violations,0,Hotel/Motel/Etc.,Anti-Asian,Society/Public,S,S
186247,2016,VA0040000,Amelia,,County,VA,Virginia,South Atlantic,South,9C,"MSA counties from 10,000 thru 24,999",4-Sep-16,1,0,1,1,0,White,Unknown,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
186259,2016,VA0290100,Fairfax County Police Department,,County,VA,Virginia,South Atlantic,South,9A,"MSA counties 100,000 or over",12-Apr-16,1,0,0,0,0,Unknown,Unknown,1,Aggravated Assault,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
186292,2016,VA0530000,Loudoun,,County,VA,Virginia,South Atlantic,South,9A,"MSA counties 100,000 or over",23-Oct-16,1,0,1,0,1,Asian,Unknown,1,Intimidation,1,School-Elementary/Secondary,Anti-Asian,Individual,S,S
186578,2016,WA0170700,Kent,,City,WA,Washington,Pacific,West,2,"Cities from 100,000 thru 249,999",5-Aug-16,1,0,3,3,0,Black or African American,Unknown,1,Theft From Motor Vehicle,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
186628,2016,WA0270000,Pierce,,County,WA,Washington,Pacific,West,9A,"MSA counties 100,000 or over",26-Jan-16,1,0,2,2,0,Multiple,Unknown,1,Destruction/Damage/Vandalism of Property,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
186629,2016,WA0270000,Pierce,,County,WA,Washington,Pacific,West,9A,"MSA counties 100,000 or over",9-Feb-16,1,0,1,1,0,White,Unknown,1,Destruction/Damage/Vandalism of Property,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
186654,2016,WA0271300,Orting,,City,WA,Washington,Pacific,West,6,"Cities from 2,500 thru 9,999",21-Aug-16,0,0,1,1,0,Asian,Unknown,1,Simple Assault,1,Residence/Home,Anti-Asian,Individual,S,S
186692,2016,WA0311900,Lake Stevens,,City,WA,Washington,Pacific,West,4,"Cities from 25,000 thru 49,999",2-Jul-16,1,0,1,1,0,White,Unknown,1,Simple Assault,1,Residence/Home,Anti-Asian,Individual,S,S
186371,2016,WASPD0000,Seattle,,City,WA,Washington,Pacific,West,1B,"Cities from 500,000 thru 999,999",8-Feb-16,1,0,1,1,0,Unknown,Unknown,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
186425,2016,WASPD0000,Seattle,,City,WA,Washington,Pacific,West,1B,"Cities from 500,000 thru 999,999",11-Aug-16,1,0,1,1,0,White,Unknown,1,Simple Assault,1,Grocery/Supermarket,Anti-Asian,Individual,S,S
186433,2016,WASPD0000,Seattle,,City,WA,Washington,Pacific,West,1B,"Cities from 500,000 thru 999,999",5-Sep-16,2,0,2,1,0,Multiple,Unknown,2,Aggravated Assault;Simple Assault,2,Grocery/Supermarket,Anti-Asian,Individual,M,S
186833,2016,WI0450000,Outagamie,,County,WI,Wisconsin,East North Central,Midwest,9B,"MSA counties from 25,000 thru 99,999",23-Aug-16,1,0,1,1,0,White,Not Hispanic or Latino,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
190630,2017,AZ0072300,Phoenix,,City,AZ,Arizona,Mountain,West,1A,"Cities 1,000,000 or over",19-May-17,2,0,1,1,0,Black or African American,Not Hispanic or Latino,3,Intimidation;Simple Assault,2,Commercial/Office Building,Anti-Asian,Individual,M,S
193876,2017,AZ0072300,Phoenix,,City,AZ,Arizona,Mountain,West,1A,"Cities 1,000,000 or over",11-Feb-17,1,0,1,1,0,White,Not Hispanic or Latino,2,Intimidation;Simple Assault,1,Residence/Home,Anti-Asian,Individual,M,S
192761,2017,CA0011200,San Leandro,,City,CA,California,Pacific,West,3,"Cities from 50,000 thru 99,999",24-Oct-17,,,0,0,0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,,Restaurant,Anti-Asian,Business,S,S
192929,2017,CA0012100,San Francisco Bay Area Rapid Transit:,Alameda County,Other,CA,California,Pacific,West,7,"Cities under 2,500",13-Nov-17,1,0,1,1,0,White,,1,Simple Assault,1,Air/Bus/Train Terminal,Anti-Asian,Individual,S,S
191390,2017,CA001300X,Dublin,,City,CA,California,Pacific,West,3,"Cities from 50,000 thru 99,999",28-Apr-17,0,1,0,0,0,Unknown,Unknown,1,Aggravated Assault,1,School-Elementary/Secondary,Anti-Asian,Individual,S,S
192887,2017,CA0090000,El Dorado,,County,CA,California,Pacific,West,9A,"MSA counties 100,000 or over",10-Nov-17,2,0,0,0,0,Unknown,Unknown,2,Destruction/Damage/Vandalism of Property,2,Restaurant,Anti-Asian,Individual,S,S
191477,2017,CA0190100,Alhambra,,City,CA,California,Pacific,West,3,"Cities from 50,000 thru 99,999",3-May-17,1,0,0,0,0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
191346,2017,CA0194200,Los Angeles,,City,CA,California,Pacific,West,1A,"Cities 1,000,000 or over",14-Jun-17,1,0,1,1,0,White,Not Hispanic or Latino,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
191845,2017,CA0194200,Los Angeles,,City,CA,California,Pacific,West,1A,"Cities 1,000,000 or over",29-Jul-17,1,0,1,1,0,Unknown,Not Hispanic or Latino,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
192792,2017,CA0194200,Los Angeles,,City,CA,California,Pacific,West,1A,"Cities 1,000,000 or over",20-Nov-17,1,0,1,1,0,Black or African American,Not Hispanic or Latino,1,Intimidation,1,Grocery/Supermarket,Anti-Asian,Individual,S,S
192817,2017,CA0194200,Los Angeles,,City,CA,California,Pacific,West,1A,"Cities 1,000,000 or over",29-Dec-17,1,0,1,1,0,White,,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
193664,2017,CA0194200,Los Angeles,,City,CA,California,Pacific,West,1A,"Cities 1,000,000 or over",4-Apr-17,1,0,0,0,0,Unknown,Unknown,1,Intimidation,1,Commercial/Office Building,Anti-Asian,Individual,S,S
193671,2017,CA0194200,Los Angeles,,City,CA,California,Pacific,West,1A,"Cities 1,000,000 or over",8-May-17,1,0,1,1,0,Black or African American,Not Hispanic or Latino,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
193747,2017,CA0194200,Los Angeles,,City,CA,California,Pacific,West,1A,"Cities 1,000,000 or over",10-Mar-17,1,0,1,1,0,Asian,Not Hispanic or Latino,1,Aggravated Assault,1,Shopping Mall,Anti-Asian,Individual,S,S
193758,2017,CA0194200,Los Angeles,,City,CA,California,Pacific,West,1A,"Cities 1,000,000 or over",17-Feb-17,2,0,0,0,0,Unknown,Unknown,2,Destruction/Damage/Vandalism of Property,2,Residence/Home,Anti-Asian,Individual,S,S
193771,2017,CA0194200,Los Angeles,,City,CA,California,Pacific,West,1A,"Cities 1,000,000 or over",9-Mar-17,7,0,1,1,0,Black or African American,Not Hispanic or Latino,7,Destruction/Damage/Vandalism of Property,7,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
193739,2017,CA0196200,San Gabriel,,City,CA,California,Pacific,West,4,"Cities from 25,000 thru 49,999",26-Mar-17,,,1,1,0,Multiple,Hispanic or Latino,2,Destruction/Damage/Vandalism of Property,,Restaurant,Anti-Asian,Business,S,S
194285,2017,CA0211400,Department of Parks and Recreation:,Marin County,Other State Agency,CA,California,Pacific,West,9D,"MSA counties under 10,000",22-Aug-17,1,0,0,0,0,Unknown,Unknown,2,Destruction/Damage/Vandalism of Property;Intimidation,1,Park/Playground,Anti-Asian,Individual,M,S
192638,2017,CA0270600,Monterey,,City,CA,California,Pacific,West,4,"Cities from 25,000 thru 49,999",17-Sep-17,1,0,1,1,0,White,,1,Simple Assault,1,Residence/Home,Anti-Asian,Individual,S,S
193731,2017,CA0300900,Garden Grove,,City,CA,California,Pacific,West,2,"Cities from 100,000 thru 249,999",16-Feb-17,1,0,0,0,0,Unknown,Unknown,1,Simple Assault,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
192765,2017,CA0302600,Irvine,,City,CA,California,Pacific,West,1C,"Cities from 250,000 thru 499,999",7-Oct-17,1,0,0,0,0,Unknown,Unknown,2,Burglary/Breaking & Entering;Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,M,S
191999,2017,CA0361000,San Bernardino,,City,CA,California,Pacific,West,2,"Cities from 100,000 thru 249,999",13-Jun-17,1,0,1,1,0,Black or African American,Not Hispanic or Latino,1,Simple Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
190385,2017,CA036220X,Loma Linda,,City,CA,California,Pacific,West,5,"Cities from 10,000 thru 24,999",11-Jan-17,1,0,1,1,0,Black or African American,Multiple,1,Simple Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
190374,2017,CA0371100,San Diego,,City,CA,California,Pacific,West,1A,"Cities 1,000,000 or over",1-Feb-17,1,0,1,1,0,White,Not Hispanic or Latino,1,Simple Assault,1,Residence/Home,Anti-Asian,Individual,S,S
192608,2017,CA0371100,San Diego,,City,CA,California,Pacific,West,1A,"Cities 1,000,000 or over",23-Sep-17,1,0,0,0,0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
191733,2017,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",10-Aug-17,1,0,1,0,1,White,Hispanic or Latino,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
191735,2017,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",8-Aug-17,1,0,1,1,0,White,Hispanic or Latino,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
191736,2017,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",5-Aug-17,1,0,1,1,0,White,Hispanic or Latino,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
191738,2017,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",10-Aug-17,1,0,1,1,0,White,Hispanic or Latino,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
191742,2017,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",19-Jun-17,1,0,1,1,0,White,Hispanic or Latino,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
194155,2017,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",16-Dec-17,,,1,1,0,White,Unknown,1,Destruction/Damage/Vandalism of Property,,Other/Unknown,Anti-Asian,Business,S,S
194288,2017,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",7-Nov-17,1,1,1,1,0,Asian,Unknown,2,Aggravated Assault,2,Other/Unknown,Anti-Asian,Individual,S,S
192918,2017,CA0390500,Stockton,,City,CA,California,Pacific,West,1C,"Cities from 250,000 thru 499,999",19-Dec-17,1,0,0,0,0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
194056,2017,CA0431300,San Jose,,City,CA,California,Pacific,West,1A,"Cities 1,000,000 or over",20-Aug-17,2,0,1,1,0,White,Not Hispanic or Latino,2,Destruction/Damage/Vandalism of Property,2,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
191264,2017,CA0431600,Sunnyvale,,City,CA,California,Pacific,West,2,"Cities from 100,000 thru 249,999",13-Mar-17,1,0,1,1,0,Black or African American,,1,Simple Assault,1,School-Elementary/Secondary,Anti-Asian,Individual,S,S
192855,2017,CA0440200,Santa Cruz,,City,CA,California,Pacific,West,3,"Cities from 50,000 thru 99,999",7-Oct-17,2,0,1,1,0,White,,2,Simple Assault,2,Restaurant,Anti-Asian,Individual,S,S
194053,2017,CA0440200,Santa Cruz,,City,CA,California,Pacific,West,3,"Cities from 50,000 thru 99,999",21-Aug-17,1,0,1,1,0,White,,1,Intimidation,1,Bar/Nightclub,Anti-Asian,Individual,S,S
194205,2017,CA0450200,Redding,,City,CA,California,Pacific,West,3,"Cities from 50,000 thru 99,999",9-Dec-17,1,0,1,1,0,White,,1,Intimidation,1,Service/Gas Station,Anti-Asian,Individual,S,S
191300,2017,CA0570100,Davis,,City,CA,California,Pacific,West,3,"Cities from 50,000 thru 99,999",20-Apr-17,1,0,1,1,0,White,,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
686234,2017,CO0031100,Centennial,,City,CO,Colorado,Mountain,West,2,"Cities from 100,000 thru 249,999",11-Jan-17,1,0,1,1,0,White,Not Hispanic or Latino,1,Intimidation,1,Other/Unknown,Anti-Asian,Individual,S,S
366984,2017,CT0000900,Bethel,,City,CT,Connecticut,New England,Northeast,5,"Cities from 10,000 thru 24,999",29-Oct-17,0,0,0,,,Unknown,Unknown,1,Theft From Building,0,Specialty Store,Anti-Asian,Business,S,S
369414,2017,CT0000900,Bethel,,City,CT,Connecticut,New England,Northeast,5,"Cities from 10,000 thru 24,999",29-Oct-17,0,0,0,,,Unknown,Unknown,1,Theft From Building,0,Restaurant,Anti-Asian,Business,S,S
369628,2017,CT0000900,Bethel,,City,CT,Connecticut,New England,Northeast,5,"Cities from 10,000 thru 24,999",29-Oct-17,0,0,0,,,Unknown,Unknown,1,All Other Larceny,0,Restaurant,Anti-Asian,Business,S,S
364859,2017,CT0004400,East Haven,,City,CT,Connecticut,New England,Northeast,4,"Cities from 25,000 thru 49,999",5-May-17,0,0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,0,Grocery/Supermarket,Anti-Asian,Business,S,S
689127,2017,CT0015500,West Hartford,,City,CT,Connecticut,New England,Northeast,3,"Cities from 50,000 thru 99,999",15-Dec-17,1,0,0,,,Unknown,Unknown,1,Theft From Motor Vehicle,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
369383,2017,CT0016300,Willimantic,,City,CT,Connecticut,New England,Northeast,5,"Cities from 10,000 thru 24,999",15-Aug-17,1,0,0,,,Unknown,Unknown,1,Motor Vehicle Theft,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
190531,2017,CT001690X,Yale University,,University or College,CT,Connecticut,New England,Northeast,7,"Cities under 2,500",18-Aug-17,1,0,1,1,0,Black or African American,Unknown,1,Intimidation,1,School-College/University,Anti-Asian,Individual,S,S
192209,2017,CT001690X,Yale University,,University or College,CT,Connecticut,New England,Northeast,7,"Cities under 2,500",28-Feb-17,1,0,1,1,0,Black or African American,Unknown,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
706279,2017,CTCSP0000,Connecticut State Police,,State Police,CT,Connecticut,New England,Northeast,8A,"Non-MSA counties 100,000 or over",14-Mar-17,0,0,1,1,0,Black or African American,Unknown,1,Drug/Narcotic Violations,0,Jail/Prison/Penitentiary/Corrections Facility,Anti-Asian,Society/Public,S,S
193339,2017,DCMPD0000,Washington,,City,DC,District of Columbia,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",13-Mar-17,1,0,0,0,0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Liquor Store,Anti-Asian,Individual,S,S
361177,2017,DE0012200,Fish and Wildlife,,Other State Agency,DE,Delaware,South Atlantic,South,9D,"MSA counties under 10,000",9-Aug-17,1,0,1,1,0,White,Unknown,1,Intimidation,1,Lake/Waterway/Beach,Anti-Asian,Individual,S,S
190577,2017,GA0330200,Cobb County Police Department,,County,GA,Georgia,South Atlantic,South,9A,"MSA counties 100,000 or over",27-May-17,,,2,,,Black or African American,,1,Aggravated Assault,1,Lake/Waterway/Beach,Anti-Asian,Individual,S,S
190212,2017,GA0760200,Warner Robins,,City,GA,Georgia,South Atlantic,South,3,"Cities from 50,000 thru 99,999",31-Mar-17,,,0,,,Unknown,,2,Destruction/Damage/Vandalism of Property,,Parking/Drop Lot/Garage,Anti-Asian,Other,S,S
191582,2017,IN0790300,Purdue University,,University or College,IN,Indiana,East North Central,Midwest,7,"Cities under 2,500",25-Feb-17,1,0,1,1,0,White,Unknown,2,Not Specified;Simple Assault,1,School-College/University,Anti-Asian,Individual,M,S
705242,2017,KS0280100,Garden City,,City,KS,Kansas,West North Central,Midwest,4,"Cities from 25,000 thru 49,999",20-Sep-17,1,0,0,,,Unknown,Unknown,1,Intimidation,1,Commercial/Office Building,Anti-Asian,Individual,S,S
354766,2017,KS0890000,Shawnee,,County,KS,Kansas,West North Central,Midwest,9B,"MSA counties from 25,000 thru 99,999",26-Dec-17,1,0,1,1,0,Black or African American,Unknown,2,Destruction/Damage/Vandalism of Property;Simple Assault,1,Residence/Home,Anti-Asian,Individual,M,S
667999,2017,KY0080200,Florence,,City,KY,Kentucky,East South Central,South,4,"Cities from 25,000 thru 49,999",17-Aug-17,1,0,1,1,0,White,Unknown,1,Destruction/Damage/Vandalism of Property,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
704901,2017,KY0080200,Florence,,City,KY,Kentucky,East South Central,South,4,"Cities from 25,000 thru 49,999",2-Jan-17,0,0,1,1,0,White,Unknown,1,Shoplifting,0,Department/Discount Store,Anti-Asian,Business,S,S
496954,2017,KY0568000,Louisville Metro,,City,KY,Kentucky,East South Central,South,1B,"Cities from 500,000 thru 999,999",22-Nov-17,1,0,1,1,0,Black or African American,Unknown,1,Intimidation,1,Department/Discount Store,Anti-Asian,Individual,S,S
355135,2017,KY0590600,Park Hills,,City,KY,Kentucky,East South Central,South,6,"Cities from 2,500 thru 9,999",20-Sep-17,1,0,1,1,0,Black or African American,Unknown,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
696063,2017,KY0760200,Richmond,,City,KY,Kentucky,East South Central,South,4,"Cities from 25,000 thru 49,999",19-Jun-17,0,0,1,1,0,White,Unknown,1,Shoplifting,0,Grocery/Supermarket,Anti-Asian,Business,S,S
704868,2017,KY0760200,Richmond,,City,KY,Kentucky,East South Central,South,4,"Cities from 25,000 thru 49,999",27-Nov-17,0,0,1,0,1,White,Unknown,1,Drug Equipment Violations,0,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Society/Public,S,S
677711,2017,MA0052800,Salem,,City,MA,Massachusetts,New England,Northeast,4,"Cities from 25,000 thru 49,999",9-Jun-17,1,0,1,1,0,Black or African American,Not Hispanic or Latino,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
661229,2017,MA0090100,Acton,,City,MA,Massachusetts,New England,Northeast,5,"Cities from 10,000 thru 24,999",2-Oct-17,1,0,1,1,0,White,Not Hispanic or Latino,1,Intimidation,1,Service/Gas Station,Anti-Asian,Individual,S,S
193504,2017,MA0130100,Boston,,City,MA,Massachusetts,New England,Northeast,1B,"Cities from 500,000 thru 999,999",14-Oct-17,1,0,3,3,0,White,Unknown,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
193511,2017,MA0130100,Boston,,City,MA,Massachusetts,New England,Northeast,1B,"Cities from 500,000 thru 999,999",11-Dec-17,2,0,1,1,0,Unknown,Unknown,2,Intimidation,2,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
193536,2017,MA0130100,Boston,,City,MA,Massachusetts,New England,Northeast,1B,"Cities from 500,000 thru 999,999",19-Feb-17,3,0,1,1,0,White,Unknown,4,Aggravated Assault;Intimidation,3,Bar/Nightclub,Anti-Asian,Individual,M,S
193604,2017,MA0130100,Boston,,City,MA,Massachusetts,New England,Northeast,1B,"Cities from 500,000 thru 999,999",16-May-17,1,0,1,1,0,White,Unknown,1,Destruction/Damage/Vandalism of Property,1,School-Elementary/Secondary,Anti-Asian,Individual,S,S
194574,2017,MD0041200,Transit Administration,,Other State Agency,MD,Maryland,South Atlantic,South,7,"Cities under 2,500",20-Dec-17,1,0,1,0,1,Black or African American,Not Hispanic or Latino,1,Simple Assault,1,Air/Bus/Train Terminal,Anti-Asian,Individual,S,S
393635,2017,MD0160400,Montgomery County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",21-Jun-17,1,0,0,,,Unknown,Unknown,1,Intimidation,1,Other/Unknown,Anti-Asian,Individual,S,S
356326,2017,MI5231200,Chocolay Township,,City,MI,Michigan,East North Central,Midwest,6,"Cities from 2,500 thru 9,999",14-Apr-17,0,0,2,2,0,White,Unknown,1,Theft From Building,0,Restaurant,Anti-Asian,Business,S,S
580428,2017,MI8234900,Detroit,,City,MI,Michigan,East North Central,Midwest,1B,"Cities from 500,000 thru 999,999",10-May-17,1,0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Department/Discount Store,Anti-Asian,Individual,S,S
310429,2017,MN0271100,Minneapolis,,City,MN,Minnesota,West North Central,Midwest,1C,"Cities from 250,000 thru 499,999",2-Oct-17,1,,2,2,0,Black or African American,Unknown,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
193974,2017,MN0272600,Eden Prairie,,City,MN,Minnesota,West North Central,Midwest,3,"Cities from 50,000 thru 99,999",9-Dec-17,1,,1,0,1,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
190332,2017,MN0620000,Ramsey,,County,MN,Minnesota,West North Central,Midwest,9B,"MSA counties from 25,000 thru 99,999",2-Mar-17,1,,1,1,0,White,Not Hispanic or Latino,1,Intimidation,1,School-Elementary/Secondary,Anti-Asian,Individual,S,S
190333,2017,MN0620400,Maplewood,,City,MN,Minnesota,West North Central,Midwest,4,"Cities from 25,000 thru 49,999",13-Jan-17,1,1,1,1,0,White,Not Hispanic or Latino,2,Intimidation,2,Grocery/Supermarket,Anti-Asian,Individual,S,S
190343,2017,MN0820800,Oakdale,,City,MN,Minnesota,West North Central,Midwest,4,"Cities from 25,000 thru 49,999",12-Feb-17,1,,1,0,1,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
194370,2017,MO0810100,Rolla,,City,MO,Missouri,West North Central,Midwest,5,"Cities from 10,000 thru 24,999",29-Sep-17,,,1,,,Black or African American,,2,Simple Assault,2,School-Elementary/Secondary,Anti-Asian,Individual,S,S
193799,2017,MO1070100,Branson,,City,MO,Missouri,West North Central,Midwest,5,"Cities from 10,000 thru 24,999",15-Mar-17,,,1,,,White,,2,Simple Assault,2,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
190226,2017,NJ0020000,Bergen,,County,NJ,New Jersey,Middle Atlantic,Northeast,9D,"MSA counties under 10,000",2-Feb-17,,,0,,,Unknown,,1,Intimidation,1,Other/Unknown,Anti-Asian,Individual,S,S
192244,2017,NJ0021100,Elmwood Park,,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",13-Nov-17,,,0,,,Unknown,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
190227,2017,NJ0024600,Paramus,,City,NJ,New Jersey,Middle Atlantic,Northeast,4,"Cities from 25,000 thru 49,999",2-Feb-17,,,0,,,Unknown,,1,Intimidation,1,Other/Unknown,Anti-Asian,Individual,S,S
