INCIDENT_ID,DATA_YEAR,ORI,PUB_AGENCY_NAME,PUB_AGENCY_UNIT,AGENCY_TYPE_NAME,STATE_ABBR,STATE_NAME,DIVISION_NAME,REGION_NAME,POPULATION_GROUP_CODE,POPULATION_GROUP_DESC,INCIDENT_DATE,ADULT_VICTIM_COUNT,JUVENILE_VICTIM_COUNT,TOTAL_OFFENDER_COUNT,ADULT_OFFENDER_COUNT,JUVENILE_OFFENDER_COUNT,OFFENDER_RACE,OFFENDER_ETHNICITY,VICTIM_COUNT,OFFENSE_NAME,TOTAL_INDIVIDUAL_VICTIMS,LOCATION_NAME,BIAS_DESC,VICTIM_TYPES,MULTIPLE_OFFENSE,MULTIPLE_BIAS
7940,1992,TXDPD0000,Dallas,,City,TX,Texas,West South Central,South,1A,"Cities 1,000,000 or over",20-May-92,,,3,,,White,,1,Simple Assault,1,Restaurant,Anti-Asian,Individual,S,S
10521,1992,TXDPD0000,Dallas,,City,TX,Texas,West South Central,South,1A,"Cities 1,000,000 or over",20-May-92,,,3,,,White,,1,Simple Assault,1,Restaurant,Anti-Asian,Individual,S,S
7956,1992,TXHPD0000,Houston,,City,TX,Texas,West South Central,South,1A,"Cities 1,000,000 or over",12-Sep-92,,,1,,,Black or African American,,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
10645,1992,TXHPD0000,Houston,,City,TX,Texas,West South Central,South,1A,"Cities 1,000,000 or over",26-Jan-92,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Other,S,S
10646,1992,TXHPD0000,Houston,,City,TX,Texas,West South Central,South,1A,"Cities 1,000,000 or over",10-Aug-92,,,1,,,White,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
9096,1992,VA1200000,Portsmouth,,City,VA,Virginia,South Atlantic,South,2,"Cities from 100,000 thru 249,999",23-Jan-92,,,0,,,Unknown,,1,Intimidation,1,Grocery/Supermarket,Anti-Asian,Individual,S,S
9390,1992,WA0060000,Clark,,County,WA,Washington,Pacific,West,9A,"MSA counties 100,000 or over",1-May-92,,,2,,,White,,2,Simple Assault,2,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
8332,1992,WA0170000,King,,County,WA,Washington,Pacific,West,9A,"MSA counties 100,000 or over",10-Jan-92,,,1,,,White,,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
8333,1992,WA0170000,King,,County,WA,Washington,Pacific,West,9A,"MSA counties 100,000 or over",2-Mar-92,,,0,,,Unknown,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
8339,1992,WA0170000,King,,County,WA,Washington,Pacific,West,9A,"MSA counties 100,000 or over",25-Jun-92,,,1,,,White,,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
8340,1992,WA0170000,King,,County,WA,Washington,Pacific,West,9A,"MSA counties 100,000 or over",12-Jul-92,,,0,,,Unknown,,2,Intimidation,2,Residence/Home,Anti-Asian,Individual,S,S
9400,1992,WA0170000,King,,County,WA,Washington,Pacific,West,9A,"MSA counties 100,000 or over",5-Feb-92,,,0,,,Unknown,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
9403,1992,WA0170000,King,,County,WA,Washington,Pacific,West,9A,"MSA counties 100,000 or over",12-Mar-92,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
9664,1992,WA0170100,Auburn,,City,WA,Washington,Pacific,West,4,"Cities from 25,000 thru 49,999",15-May-92,,,2,,,White,,1,Aggravated Assault,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
9674,1992,WA0171200,Redmond,,City,WA,Washington,Pacific,West,4,"Cities from 25,000 thru 49,999",29-Jul-92,,,4,,,White,,1,Simple Assault,1,Convenience Store,Anti-Asian,Individual,S,S
8367,1992,WA0172300,Tukwila,,City,WA,Washington,Pacific,West,5,"Cities from 10,000 thru 24,999",7-Jul-92,,,1,,,White,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
9685,1992,WA0172300,Tukwila,,City,WA,Washington,Pacific,West,5,"Cities from 10,000 thru 24,999",18-Jul-92,,,0,,,Unknown,,2,Intimidation,2,Residence/Home,Anti-Asian,Individual,S,S
9520,1992,WA0173600,Federal Way,,City,WA,Washington,Pacific,West,3,"Cities from 50,000 thru 99,999",19-May-92,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
9522,1992,WA0173600,Federal Way,,City,WA,Washington,Pacific,West,3,"Cities from 50,000 thru 99,999",19-Jul-92,,,3,,,White,,2,Intimidation;Simple Assault,2,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,M,S
9525,1992,WA0173600,Federal Way,,City,WA,Washington,Pacific,West,3,"Cities from 50,000 thru 99,999",3-Nov-92,,,1,,,White,,1,Intimidation,1,Hotel/Motel/Etc.,Anti-Asian,Individual,S,S
9691,1992,WA0173600,Federal Way,,City,WA,Washington,Pacific,West,3,"Cities from 50,000 thru 99,999",20-Jan-92,,,2,,,White,,2,Intimidation,2,Convenience Store,Anti-Asian,Individual,S,S
8379,1992,WA0173700,SeaTac,,City,WA,Washington,Pacific,West,5,"Cities from 10,000 thru 24,999",10-Feb-92,,,0,,,Unknown,,2,Destruction/Damage/Vandalism of Property,1,Specialty Store,Anti-Asian,Business;Individual,M,S
8390,1992,WA0180100,Bremerton,,City,WA,Washington,Pacific,West,4,"Cities from 25,000 thru 49,999",6-Dec-92,,,1,,,White,,1,Simple Assault,1,Restaurant,Anti-Asian,Individual,S,S
8395,1992,WA0180400,Port Orchard,,City,WA,Washington,Pacific,West,6,"Cities from 2,500 thru 9,999",11-Dec-92,,,1,,,White,,2,Destruction/Damage/Vandalism of Property;Intimidation,1,Convenience Store,Anti-Asian,Business;Individual,M,S
8407,1992,WA0270300,Tacoma,,City,WA,Washington,Pacific,West,2,"Cities from 100,000 thru 249,999",11-Apr-92,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
11249,1992,WA0340100,Olympia,,City,WA,Washington,Pacific,West,4,"Cities from 25,000 thru 49,999",10-Aug-92,,,2,,,White,,1,Murder and Nonnegligent Manslaughter,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
8470,1992,WA0370200,Blaine,,City,WA,Washington,Pacific,West,6,"Cities from 2,500 thru 9,999",30-Sep-92,,,3,,,White,,2,Intimidation,2,School/College,Anti-Asian,Individual,S,S
8291,1992,WASPD0000,Seattle,,City,WA,Washington,Pacific,West,1B,"Cities from 500,000 thru 999,999",21-May-92,,,0,,,Unknown,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
8294,1992,WASPD0000,Seattle,,City,WA,Washington,Pacific,West,1B,"Cities from 500,000 thru 999,999",17-Jun-92,,,1,,,Black or African American,,4,Intimidation,4,Residence/Home,Anti-Asian,Individual,S,S
9254,1992,WASPD0000,Seattle,,City,WA,Washington,Pacific,West,1B,"Cities from 500,000 thru 999,999",12-Sep-92,,,0,,,Unknown,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
9255,1992,WASPD0000,Seattle,,City,WA,Washington,Pacific,West,1B,"Cities from 500,000 thru 999,999",29-Sep-92,,,1,,,White,,1,Simple Assault,1,Air/Bus/Train Terminal,Anti-Asian,Individual,S,S
8499,1992,WI0050200,Green Bay,,City,WI,Wisconsin,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",6-Feb-92,,,2,,,White,,2,Simple Assault,2,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
8502,1992,WI0050800,Ashwaubenon,,City,WI,Wisconsin,East North Central,Midwest,5,"Cities from 10,000 thru 24,999",14-Jan-92,,,1,,,White,,1,Intimidation,1,Government/Public Building,Anti-Asian,Individual,S,S
8503,1992,WI0080000,Calumet,,County,WI,Wisconsin,East North Central,Midwest,9C,"MSA counties from 10,000 thru 24,999",10-Oct-92,,,0,,,Unknown,,1,Not Specified,0,Convenience Store,Anti-Asian,Business,S,S
8504,1992,WI0130100,Madison,,City,WI,Wisconsin,East North Central,Midwest,2,"Cities from 100,000 thru 249,999",17-Apr-92,,,1,,,White,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
8507,1992,WI0130100,Madison,,City,WI,Wisconsin,East North Central,Midwest,2,"Cities from 100,000 thru 249,999",31-Jan-92,,,0,,,Unknown,,1,Intimidation,1,Restaurant,Anti-Asian,Individual,S,S
8533,1992,WI0500100,Stevens Point,,City,WI,Wisconsin,East North Central,Midwest,5,"Cities from 10,000 thru 24,999",19-Nov-92,,,2,,,White,,2,Aggravated Assault,2,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
8542,1992,WI0600200,Sheboygan,,City,WI,Wisconsin,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",16-Jul-92,,,1,,,White,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
15765,1993,AK0010100,Anchorage,,City,AK,Alaska,Pacific,West,1C,"Cities from 250,000 thru 499,999",12-Jul-93,,,1,,,White,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
15773,1993,AK0010100,Anchorage,,City,AK,Alaska,Pacific,West,1C,"Cities from 250,000 thru 499,999",13-Jun-93,,,1,,,White,,1,Intimidation,1,Restaurant,Anti-Asian,Individual,S,S
11285,1993,AZ0072300,Phoenix,,City,AZ,Arizona,Mountain,West,1A,"Cities 1,000,000 or over",5-Jan-93,,,1,,,Black or African American,,2,Intimidation,2,Specialty Store,Anti-Asian,Individual,S,S
11290,1993,AZ0072300,Phoenix,,City,AZ,Arizona,Mountain,West,1A,"Cities 1,000,000 or over",1-Feb-93,,,1,,,White,,1,Simple Assault,1,Specialty Store,Anti-Asian,Individual,S,S
11341,1993,AZ0072300,Phoenix,,City,AZ,Arizona,Mountain,West,1A,"Cities 1,000,000 or over",26-Jul-93,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
11358,1993,AZ0072300,Phoenix,,City,AZ,Arizona,Mountain,West,1A,"Cities 1,000,000 or over",22-Oct-93,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
11359,1993,AZ0072300,Phoenix,,City,AZ,Arizona,Mountain,West,1A,"Cities 1,000,000 or over",20-Oct-93,,,1,,,Unknown,,1,Intimidation,1,Commercial/Office Building,Anti-Asian,Individual,S,S
11361,1993,AZ0072300,Phoenix,,City,AZ,Arizona,Mountain,West,1A,"Cities 1,000,000 or over",31-Oct-93,,,3,,,White,,1,Simple Assault,1,Commercial/Office Building,Anti-Asian,Individual,S,S
15883,1993,AZ0072300,Phoenix,,City,AZ,Arizona,Mountain,West,1A,"Cities 1,000,000 or over",1-Jul-93,,,2,,,White,,1,Simple Assault,1,Residence/Home,Anti-Asian,Individual,S,S
15899,1993,AZ0072300,Phoenix,,City,AZ,Arizona,Mountain,West,1A,"Cities 1,000,000 or over",8-Oct-93,,,0,,,Unknown,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
15935,1993,AZ0100300,Tucson,,City,AZ,Arizona,Mountain,West,1C,"Cities from 250,000 thru 499,999",30-Aug-93,,,2,,,Black or African American,,1,Simple Assault,1,Grocery/Supermarket,Anti-Asian,Individual,S,S
11440,1993,CA0010000,Alameda,,County,CA,California,Pacific,West,9A,"MSA counties 100,000 or over",11-Jul-93,,,2,,,White,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
11396,1993,CA0300900,Garden Grove,,City,CA,California,Pacific,West,2,"Cities from 100,000 thru 249,999",6-Feb-93,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
11397,1993,CA0300900,Garden Grove,,City,CA,California,Pacific,West,2,"Cities from 100,000 thru 249,999",7-Nov-93,,,2,,,Black or African American,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
11484,1993,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",14-Feb-93,,,1,,,White,,1,Destruction/Damage/Vandalism of Property,1,Commercial/Office Building,Anti-Asian,Individual,S,S
11497,1993,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",30-Mar-93,,,1,,,White,,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
11498,1993,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",1-Apr-93,,,1,,,White,,1,Destruction/Damage/Vandalism of Property,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
11505,1993,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",16-Apr-93,,,0,,,Unknown,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
11513,1993,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",20-May-93,,,1,,,Black or African American,,1,Destruction/Damage/Vandalism of Property,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
11514,1993,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",23-May-93,,,1,,,Asian,,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
11516,1993,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",3-Jun-93,,,1,,,White,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
11517,1993,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",6-Jun-93,,,1,,,White,,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
11520,1993,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",23-Jun-93,,,1,,,White,,1,Intimidation,1,Air/Bus/Train Terminal,Anti-Asian,Individual,S,S
11546,1993,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",10-Sep-93,,,1,,,Unknown,,1,Simple Assault,1,Residence/Home,Anti-Asian,Individual,S,S
11552,1993,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",20-Sep-93,,,1,,,Asian,,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
11554,1993,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",22-Sep-93,,,4,,,Black or African American,,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
11557,1993,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",26-Sep-93,,,0,,,Unknown,,1,Aggravated Assault,1,Residence/Home,Anti-Asian,Individual,S,S
11562,1993,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",30-Sep-93,,,4,,,Black or African American,,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
11564,1993,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",5-Oct-93,,,1,,,White,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
11565,1993,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",5-Oct-93,,,1,,,Black or African American,,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
11569,1993,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",11-Oct-93,,,1,,,Black or African American,,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
11575,1993,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",19-Oct-93,,,1,,,White,,1,Aggravated Assault,1,Residence/Home,Anti-Asian,Individual,S,S
11597,1993,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",4-Dec-93,,,1,,,Black or African American,,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
11599,1993,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",8-Dec-93,,,1,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
11600,1993,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",9-Dec-93,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
11602,1993,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",13-Dec-93,,,0,,,Unknown,,1,Intimidation,1,Commercial/Office Building,Anti-Asian,Individual,S,S
11603,1993,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",27-Dec-93,,,1,,,White,,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
15958,1993,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",13-May-93,,,1,,,Black or African American,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
15978,1993,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",14-Jul-93,,,1,,,Asian,,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
15982,1993,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",16-Jul-93,,,1,,,Black or African American,,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
15983,1993,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",21-Jul-93,,,1,,,Black or African American,,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
15992,1993,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",5-Aug-93,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,Church/Synagogue/Temple/Mosque,Anti-Asian,Individual,S,S
16000,1993,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",25-Aug-93,,,1,,,Asian,,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
16013,1993,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",29-Oct-93,,,0,,,Unknown,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
16027,1993,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",13-Dec-93,,,0,,,Unknown,,1,Intimidation,1,Commercial/Office Building,Anti-Asian,Individual,S,S
16034,1993,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",19-Mar-93,,,1,,,Black or African American,,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
16046,1993,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",24-May-93,,,1,,,Unknown,,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
15818,1993,CO0010100,Aurora,,City,CO,Colorado,Mountain,West,2,"Cities from 100,000 thru 249,999",23-Jun-93,,,0,,,Unknown,,1,Intimidation,1,Other/Unknown,Anti-Asian,Individual,S,S
15823,1993,CO0010100,Aurora,,City,CO,Colorado,Mountain,West,2,"Cities from 100,000 thru 249,999",9-Aug-93,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
11687,1993,CO0030100,Englewood,,City,CO,Colorado,Mountain,West,4,"Cities from 25,000 thru 49,999",25-Jan-93,,,1,,,White,,1,Aggravated Assault,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
11713,1993,CO0350300,Fort Collins,,City,CO,Colorado,Mountain,West,3,"Cities from 50,000 thru 99,999",31-Jan-93,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
11715,1993,CO0350300,Fort Collins,,City,CO,Colorado,Mountain,West,3,"Cities from 50,000 thru 99,999",26-May-93,,,5,,,Unknown,,1,Intimidation,1,Other/Unknown,Anti-Asian,Individual,S,S
18167,1993,CO0350300,Fort Collins,,City,CO,Colorado,Mountain,West,3,"Cities from 50,000 thru 99,999",11-Nov-93,,,2,,,Unknown,,2,Intimidation,2,Other/Unknown,Anti-Asian,Individual,S,S
11719,1993,CO0620200,Greeley,,City,CO,Colorado,Mountain,West,3,"Cities from 50,000 thru 99,999",14-Sep-93,,,4,,,White,,2,Intimidation,2,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
15805,1993,CODPD0000,Denver,,City,CO,Colorado,Mountain,West,1C,"Cities from 250,000 thru 499,999",8-Dec-93,,,1,,,White,,1,Intimidation,1,Liquor Store,Anti-Asian,Individual,S,S
11867,1993,FL0160200,Jacksonville,,City,FL,Florida,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",4-Nov-93,,,0,,,Unknown,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
11941,1993,FL0500000,Palm Beach,,County,FL,Florida,South Atlantic,South,9A,"MSA counties 100,000 or over",17-Nov-93,,,3,,,White,,2,Aggravated Assault,2,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
12572,1993,IA0820200,Davenport,,City,IA,Iowa,West North Central,Midwest,3,"Cities from 50,000 thru 99,999",1-Sep-93,,,3,,,Multiple,,2,Robbery,2,Field/Woods,Anti-Asian,Individual,S,S
12577,1993,IA0850100,Ames,,City,IA,Iowa,West North Central,Midwest,4,"Cities from 25,000 thru 49,999",14-Nov-93,,,0,,,Unknown,,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
12044,1993,ID0010100,Boise,,City,ID,Idaho,Mountain,West,2,"Cities from 100,000 thru 249,999",22-Sep-93,,,1,,,Asian,,1,Simple Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
12048,1993,ID0030100,Chubbuck,,City,ID,Idaho,Mountain,West,6,"Cities from 2,500 thru 9,999",19-Jan-93,,,2,,,White,,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
16646,1993,ID0440100,Weiser,,City,ID,Idaho,Mountain,West,6,"Cities from 2,500 thru 9,999",6-May-93,,,1,,,White,,1,Simple Assault,1,School/College,Anti-Asian,Individual,S,S
12208,1993,IL0100100,Champaign,,City,IL,Illinois,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",17-Mar-93,,,3,,,White,,2,Intimidation,2,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
17335,1993,IL0163200,Evanston,,City,IL,Illinois,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",4-May-93,,,2,,,White,,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
17360,1993,IL0167200,Mount Prospect,,City,IL,Illinois,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",7-Sep-93,,,1,,,White,,1,Intimidation,1,Government/Public Building,Anti-Asian,Individual,S,S
12302,1993,IL0168300,Orland Park,,City,IL,Illinois,East North Central,Midwest,4,"Cities from 25,000 thru 49,999",9-Aug-93,,,2,,,White,,1,Intimidation,1,Other/Unknown,Anti-Asian,Individual,S,S
17504,1993,IL0221600,Roselle,,City,IL,Illinois,East North Central,Midwest,5,"Cities from 10,000 thru 24,999",5-Apr-93,,,1,,,White,,1,Simple Assault,1,Commercial/Office Building,Anti-Asian,Individual,S,S
17642,1993,IL0451300,South Elgin,,City,IL,Illinois,East North Central,Midwest,6,"Cities from 2,500 thru 9,999",13-Nov-93,,,2,,,White,,2,Simple Assault,2,Convenience Store,Anti-Asian,Individual,S,S
17792,1993,IL0720700,Peoria,,City,IL,Illinois,East North Central,Midwest,2,"Cities from 100,000 thru 249,999",29-Sep-93,,,1,,,White,,2,Intimidation;Simple Assault,1,Residence/Home,Anti-Asian,Individual,M,S
17793,1993,IL0720700,Peoria,,City,IL,Illinois,East North Central,Midwest,2,"Cities from 100,000 thru 249,999",29-Nov-93,,,1,,,Black or African American,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
12478,1993,IL0950000,Washington,,County,IL,Illinois,East North Central,Midwest,8C,"Non-MSA counties from 10,000 thru 24,999",2-Dec-93,,,1,,,White,,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
12483,1993,IL0990200,Bolingbrook,,City,IL,Illinois,East North Central,Midwest,4,"Cities from 25,000 thru 49,999",13-Apr-93,,,1,,,White,,1,Simple Assault,1,Convenience Store,Anti-Asian,Individual,S,S
12164,1993,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",31-Jul-93,,,4,,,White,,3,Destruction/Damage/Vandalism of Property,3,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
12190,1993,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",30-Dec-93,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
16786,1993,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",23-Feb-93,,,1,,,Black or African American,,1,Aggravated Assault,1,Drug Store/Doctor's Office/Hospital,Anti-Asian,Individual,S,S
17079,1993,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",7-Aug-93,,,1,,,Black or African American,,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
12534,1993,IN0530100,Bloomington,,City,IN,Indiana,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",5-Jan-93,,,1,,,White,,1,Simple Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
12539,1993,IN0530200,Indiana University:,Bloomington,University or College,IN,Indiana,East North Central,Midwest,7,"Cities under 2,500",9-Dec-93,,,0,,,Unknown,,1,Intimidation,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
12548,1993,IN0790300,Purdue University,,University or College,IN,Indiana,East North Central,Midwest,7,"Cities under 2,500",12-Mar-93,,,0,,,Unknown,,1,Intimidation,1,School/College,Anti-Asian,Individual,S,S
18206,1993,IN0790300,Purdue University,,University or College,IN,Indiana,East North Central,Midwest,7,"Cities under 2,500",26-Jan-93,,,2,,,White,,1,Intimidation,1,School/College,Anti-Asian,Individual,S,S
12626,1993,LANPD0000,New Orleans,,City,LA,Louisiana,West South Central,South,1C,"Cities from 250,000 thru 499,999",11-Sep-93,,,3,,,White,,2,Aggravated Assault,2,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
